start_date,end_date,updated_date,value,production_type,type,sub_type
2024-11-10 21:30:00+01:00,2024-11-10 22:00:00+01:00,2024-11-09T22:05:00+01:00,2734,AGGREGATED_CPC,D-1,ID01
2024-11-10 22:00:00+01:00,2024-11-10 22:30:00+01:00,2024-11-09T22:05:00+01:00,2736,AGGREGATED_CPC,D-1,ID01
2024-11-10 22:30:00+01:00,2024-11-10 23:00:00+01:00,2024-11-09T22:05:00+01:00,2733,AGGREGATED_CPC,D-1,ID01
2024-11-10 23:00:00+01:00,2024-11-10 23:30:00+01:00,2024-11-09T22:05:00+01:00,2726,AGGREGATED_CPC,D-1,ID01
2024-11-10 23:30:00+01:00,2024-11-11 00:00:00+01:00,2024-11-09T22:05:00+01:00,2727,AGGREGATED_CPC,D-1,ID01
2024-11-10 00:00:00+01:00,2024-11-10 00:30:00+01:00,2024-11-09T23:03:00+01:00,2006,AGGREGATED_CPC,D-1,ID02
2024-11-10 00:30:00+01:00,2024-11-10 01:00:00+01:00,2024-11-09T23:03:00+01:00,2028,AGGREGATED_CPC,D-1,ID02
2024-11-10 01:00:00+01:00,2024-11-10 01:30:00+01:00,2024-11-09T23:03:00+01:00,1998,AGGREGATED_CPC,D-1,ID02
2024-11-10 01:30:00+01:00,2024-11-10 02:00:00+01:00,2024-11-09T23:03:00+01:00,2012,AGGREGATED_CPC,D-1,ID02
2024-11-10 02:00:00+01:00,2024-11-10 02:30:00+01:00,2024-11-09T23:03:00+01:00,2070,AGGREGATED_CPC,D-1,ID02
2024-11-10 02:30:00+01:00,2024-11-10 03:00:00+01:00,2024-11-09T23:03:00+01:00,2122,AGGREGATED_CPC,D-1,ID02
2024-11-10 03:00:00+01:00,2024-11-10 03:30:00+01:00,2024-11-09T23:03:00+01:00,2133,AGGREGATED_CPC,D-1,ID02
2024-11-10 03:30:00+01:00,2024-11-10 04:00:00+01:00,2024-11-09T23:03:00+01:00,2143,AGGREGATED_CPC,D-1,ID02
2024-11-10 04:00:00+01:00,2024-11-10 04:30:00+01:00,2024-11-09T23:03:00+01:00,2156,AGGREGATED_CPC,D-1,ID02
2024-11-10 04:30:00+01:00,2024-11-10 05:00:00+01:00,2024-11-09T23:03:00+01:00,2169,AGGREGATED_CPC,D-1,ID02
2024-11-10 05:00:00+01:00,2024-11-10 05:30:00+01:00,2024-11-09T23:03:00+01:00,2176,AGGREGATED_CPC,D-1,ID02
2024-11-10 05:30:00+01:00,2024-11-10 06:00:00+01:00,2024-11-09T23:03:00+01:00,2176,AGGREGATED_CPC,D-1,ID02
2024-11-10 06:00:00+01:00,2024-11-10 06:30:00+01:00,2024-11-09T23:03:00+01:00,2181,AGGREGATED_CPC,D-1,ID02
2024-11-10 06:30:00+01:00,2024-11-10 07:00:00+01:00,2024-11-09T23:03:00+01:00,2184,AGGREGATED_CPC,D-1,ID02
2024-11-10 07:00:00+01:00,2024-11-10 07:30:00+01:00,2024-11-09T23:03:00+01:00,2184,AGGREGATED_CPC,D-1,ID02
2024-11-10 07:30:00+01:00,2024-11-10 08:00:00+01:00,2024-11-09T23:03:00+01:00,2234,AGGREGATED_CPC,D-1,ID02
2024-11-10 08:00:00+01:00,2024-11-10 08:30:00+01:00,2024-11-09T23:03:00+01:00,2534,AGGREGATED_CPC,D-1,ID02
2024-11-10 08:30:00+01:00,2024-11-10 09:00:00+01:00,2024-11-09T23:03:00+01:00,3064,AGGREGATED_CPC,D-1,ID02
2024-11-10 09:00:00+01:00,2024-11-10 09:30:00+01:00,2024-11-09T23:03:00+01:00,3629,AGGREGATED_CPC,D-1,ID02
2024-11-10 09:30:00+01:00,2024-11-10 10:00:00+01:00,2024-11-09T23:03:00+01:00,4256,AGGREGATED_CPC,D-1,ID02
2024-11-10 10:00:00+01:00,2024-11-10 10:30:00+01:00,2024-11-09T23:03:00+01:00,4790,AGGREGATED_CPC,D-1,ID02
2024-11-10 10:30:00+01:00,2024-11-10 11:00:00+01:00,2024-11-09T23:03:00+01:00,5291,AGGREGATED_CPC,D-1,ID02
2024-11-10 11:00:00+01:00,2024-11-10 11:30:00+01:00,2024-11-09T23:03:00+01:00,5682,AGGREGATED_CPC,D-1,ID02
2024-11-10 11:30:00+01:00,2024-11-10 12:00:00+01:00,2024-11-09T23:03:00+01:00,6014,AGGREGATED_CPC,D-1,ID02
2024-11-10 12:00:00+01:00,2024-11-10 12:30:00+01:00,2024-11-09T23:03:00+01:00,6185,AGGREGATED_CPC,D-1,ID02
2024-11-10 12:30:00+01:00,2024-11-10 13:00:00+01:00,2024-11-09T23:03:00+01:00,6284,AGGREGATED_CPC,D-1,ID02
2024-11-10 13:00:00+01:00,2024-11-10 13:30:00+01:00,2024-11-09T23:03:00+01:00,6246,AGGREGATED_CPC,D-1,ID02
2024-11-10 13:30:00+01:00,2024-11-10 14:00:00+01:00,2024-11-09T23:03:00+01:00,6064,AGGREGATED_CPC,D-1,ID02
2024-11-10 14:00:00+01:00,2024-11-10 14:30:00+01:00,2024-11-09T23:03:00+01:00,5763,AGGREGATED_CPC,D-1,ID02
2024-11-10 14:30:00+01:00,2024-11-10 15:00:00+01:00,2024-11-09T23:03:00+01:00,5354,AGGREGATED_CPC,D-1,ID02
2024-11-10 15:00:00+01:00,2024-11-10 15:30:00+01:00,2024-11-09T23:03:00+01:00,4778,AGGREGATED_CPC,D-1,ID02
2024-11-10 15:30:00+01:00,2024-11-10 16:00:00+01:00,2024-11-09T23:03:00+01:00,4128,AGGREGATED_CPC,D-1,ID02
2024-11-10 16:00:00+01:00,2024-11-10 16:30:00+01:00,2024-11-09T23:03:00+01:00,3404,AGGREGATED_CPC,D-1,ID02
2024-11-10 16:30:00+01:00,2024-11-10 17:00:00+01:00,2024-11-09T23:03:00+01:00,2791,AGGREGATED_CPC,D-1,ID02
2024-11-10 17:00:00+01:00,2024-11-10 17:30:00+01:00,2024-11-09T23:03:00+01:00,2480,AGGREGATED_CPC,D-1,ID02
2024-11-10 17:30:00+01:00,2024-11-10 18:00:00+01:00,2024-11-09T23:03:00+01:00,2459,AGGREGATED_CPC,D-1,ID02
2024-11-10 18:00:00+01:00,2024-11-10 18:30:00+01:00,2024-11-09T23:03:00+01:00,2530,AGGREGATED_CPC,D-1,ID02
2024-11-10 18:30:00+01:00,2024-11-10 19:00:00+01:00,2024-11-09T23:03:00+01:00,2562,AGGREGATED_CPC,D-1,ID02
2024-11-10 19:00:00+01:00,2024-11-10 19:30:00+01:00,2024-11-09T23:03:00+01:00,2604,AGGREGATED_CPC,D-1,ID02
2024-11-10 19:30:00+01:00,2024-11-10 20:00:00+01:00,2024-11-09T23:03:00+01:00,2618,AGGREGATED_CPC,D-1,ID02
2024-11-10 20:00:00+01:00,2024-11-10 20:30:00+01:00,2024-11-09T23:03:00+01:00,2634,AGGREGATED_CPC,D-1,ID02
2024-11-10 20:30:00+01:00,2024-11-10 21:00:00+01:00,2024-11-09T23:03:00+01:00,2670,AGGREGATED_CPC,D-1,ID02
2024-11-10 21:00:00+01:00,2024-11-10 21:30:00+01:00,2024-11-09T23:03:00+01:00,2706,AGGREGATED_CPC,D-1,ID02
2024-11-10 21:30:00+01:00,2024-11-10 22:00:00+01:00,2024-11-09T23:03:00+01:00,2723,AGGREGATED_CPC,D-1,ID02
2024-11-10 22:00:00+01:00,2024-11-10 22:30:00+01:00,2024-11-09T23:03:00+01:00,2726,AGGREGATED_CPC,D-1,ID02
2024-11-10 22:30:00+01:00,2024-11-10 23:00:00+01:00,2024-11-09T23:03:00+01:00,2723,AGGREGATED_CPC,D-1,ID02
2024-11-10 23:00:00+01:00,2024-11-10 23:30:00+01:00,2024-11-09T23:03:00+01:00,2718,AGGREGATED_CPC,D-1,ID02
2024-11-10 23:30:00+01:00,2024-11-11 00:00:00+01:00,2024-11-09T23:03:00+01:00,2718,AGGREGATED_CPC,D-1,ID02
2024-11-10 00:00:00+01:00,2024-11-10 00:30:00+01:00,2024-11-08T10:45:00+01:00,2082,AGGREGATED_CPC,D-2,DA01
2024-11-10 00:30:00+01:00,2024-11-10 01:00:00+01:00,2024-11-08T10:45:00+01:00,2090,AGGREGATED_CPC,D-2,DA01
2024-11-10 01:00:00+01:00,2024-11-10 01:30:00+01:00,2024-11-08T10:45:00+01:00,2096,AGGREGATED_CPC,D-2,DA01
2024-11-10 01:30:00+01:00,2024-11-10 02:00:00+01:00,2024-11-08T10:45:00+01:00,2096,AGGREGATED_CPC,D-2,DA01
2024-11-10 02:00:00+01:00,2024-11-10 02:30:00+01:00,2024-11-08T10:45:00+01:00,2098,AGGREGATED_CPC,D-2,DA01
2024-11-10 02:30:00+01:00,2024-11-10 03:00:00+01:00,2024-11-08T10:45:00+01:00,2102,AGGREGATED_CPC,D-2,DA01
2024-11-10 03:00:00+01:00,2024-11-10 03:30:00+01:00,2024-11-08T10:45:00+01:00,2107,AGGREGATED_CPC,D-2,DA01
2024-11-10 03:30:00+01:00,2024-11-10 04:00:00+01:00,2024-11-08T10:45:00+01:00,2112,AGGREGATED_CPC,D-2,DA01
2024-11-10 04:00:00+01:00,2024-11-10 04:30:00+01:00,2024-11-08T10:45:00+01:00,2116,AGGREGATED_CPC,D-2,DA01
2024-11-10 04:30:00+01:00,2024-11-10 05:00:00+01:00,2024-11-08T10:45:00+01:00,2122,AGGREGATED_CPC,D-2,DA01
2024-11-10 05:00:00+01:00,2024-11-10 05:30:00+01:00,2024-11-08T10:45:00+01:00,2128,AGGREGATED_CPC,D-2,DA01
2024-11-10 05:30:00+01:00,2024-11-10 06:00:00+01:00,2024-11-08T10:45:00+01:00,2131,AGGREGATED_CPC,D-2,DA01
2024-11-10 06:00:00+01:00,2024-11-10 06:30:00+01:00,2024-11-08T10:45:00+01:00,2136,AGGREGATED_CPC,D-2,DA01
2024-11-10 06:30:00+01:00,2024-11-10 07:00:00+01:00,2024-11-08T10:45:00+01:00,2151,AGGREGATED_CPC,D-2,DA01
2024-11-10 07:00:00+01:00,2024-11-10 07:30:00+01:00,2024-11-08T10:45:00+01:00,2158,AGGREGATED_CPC,D-2,DA01
2024-11-10 07:30:00+01:00,2024-11-10 08:00:00+01:00,2024-11-08T10:45:00+01:00,2216,AGGREGATED_CPC,D-2,DA01
2024-11-10 08:00:00+01:00,2024-11-10 08:30:00+01:00,2024-11-08T10:45:00+01:00,2516,AGGREGATED_CPC,D-2,DA01
2024-11-10 08:30:00+01:00,2024-11-10 09:00:00+01:00,2024-11-08T10:45:00+01:00,3030,AGGREGATED_CPC,D-2,DA01
2024-11-10 09:00:00+01:00,2024-11-10 09:30:00+01:00,2024-11-08T10:45:00+01:00,3562,AGGREGATED_CPC,D-2,DA01
2024-11-10 09:30:00+01:00,2024-11-10 10:00:00+01:00,2024-11-08T10:45:00+01:00,4144,AGGREGATED_CPC,D-2,DA01
2024-11-10 10:00:00+01:00,2024-11-10 10:30:00+01:00,2024-11-08T10:45:00+01:00,4640,AGGREGATED_CPC,D-2,DA01
2024-11-10 10:30:00+01:00,2024-11-10 11:00:00+01:00,2024-11-08T10:45:00+01:00,5106,AGGREGATED_CPC,D-2,DA01
2024-11-10 11:00:00+01:00,2024-11-10 11:30:00+01:00,2024-11-08T10:45:00+01:00,5478,AGGREGATED_CPC,D-2,DA01
2024-11-10 11:30:00+01:00,2024-11-10 12:00:00+01:00,2024-11-08T10:45:00+01:00,5808,AGGREGATED_CPC,D-2,DA01
2024-11-10 12:00:00+01:00,2024-11-10 12:30:00+01:00,2024-11-08T10:45:00+01:00,5988,AGGREGATED_CPC,D-2,DA01
2024-11-10 12:30:00+01:00,2024-11-10 13:00:00+01:00,2024-11-08T10:45:00+01:00,6118,AGGREGATED_CPC,D-2,DA01
2024-11-10 13:00:00+01:00,2024-11-10 13:30:00+01:00,2024-11-08T10:45:00+01:00,6108,AGGREGATED_CPC,D-2,DA01
2024-11-10 13:30:00+01:00,2024-11-10 14:00:00+01:00,2024-11-08T10:45:00+01:00,5933,AGGREGATED_CPC,D-2,DA01
2024-11-10 14:00:00+01:00,2024-11-10 14:30:00+01:00,2024-11-08T10:45:00+01:00,5638,AGGREGATED_CPC,D-2,DA01
2024-11-10 14:30:00+01:00,2024-11-10 15:00:00+01:00,2024-11-08T10:45:00+01:00,5241,AGGREGATED_CPC,D-2,DA01
2024-11-10 15:00:00+01:00,2024-11-10 15:30:00+01:00,2024-11-08T10:45:00+01:00,4676,AGGREGATED_CPC,D-2,DA01
2024-11-10 15:30:00+01:00,2024-11-10 16:00:00+01:00,2024-11-08T10:45:00+01:00,4007,AGGREGATED_CPC,D-2,DA01
2024-11-10 16:00:00+01:00,2024-11-10 16:30:00+01:00,2024-11-08T10:45:00+01:00,3272,AGGREGATED_CPC,D-2,DA01
2024-11-10 16:30:00+01:00,2024-11-10 17:00:00+01:00,2024-11-08T10:45:00+01:00,2662,AGGREGATED_CPC,D-2,DA01
2024-11-10 17:00:00+01:00,2024-11-10 17:30:00+01:00,2024-11-08T10:45:00+01:00,2362,AGGREGATED_CPC,D-2,DA01
2024-11-10 17:30:00+01:00,2024-11-10 18:00:00+01:00,2024-11-08T10:45:00+01:00,2316,AGGREGATED_CPC,D-2,DA01
2024-11-10 18:00:00+01:00,2024-11-10 18:30:00+01:00,2024-11-08T10:45:00+01:00,2352,AGGREGATED_CPC,D-2,DA01
2024-11-10 18:30:00+01:00,2024-11-10 19:00:00+01:00,2024-11-08T10:45:00+01:00,2368,AGGREGATED_CPC,D-2,DA01
2024-11-10 19:00:00+01:00,2024-11-10 19:30:00+01:00,2024-11-08T10:45:00+01:00,2384,AGGREGATED_CPC,D-2,DA01
2024-11-10 19:30:00+01:00,2024-11-10 20:00:00+01:00,2024-11-08T10:45:00+01:00,2378,AGGREGATED_CPC,D-2,DA01
2024-11-10 20:00:00+01:00,2024-11-10 20:30:00+01:00,2024-11-08T10:45:00+01:00,2374,AGGREGATED_CPC,D-2,DA01
2024-11-10 20:30:00+01:00,2024-11-10 21:00:00+01:00,2024-11-08T10:45:00+01:00,2391,AGGREGATED_CPC,D-2,DA01
2024-11-10 21:00:00+01:00,2024-11-10 21:30:00+01:00,2024-11-08T10:45:00+01:00,2406,AGGREGATED_CPC,D-2,DA01
2024-11-10 21:30:00+01:00,2024-11-10 22:00:00+01:00,2024-11-08T10:45:00+01:00,2414,AGGREGATED_CPC,D-2,DA01
2024-11-10 22:00:00+01:00,2024-11-10 22:30:00+01:00,2024-11-08T10:45:00+01:00,2398,AGGREGATED_CPC,D-2,DA01
2024-11-10 22:30:00+01:00,2024-11-10 23:00:00+01:00,2024-11-08T10:45:00+01:00,2408,AGGREGATED_CPC,D-2,DA01
2024-11-10 23:00:00+01:00,2024-11-10 23:30:00+01:00,2024-11-08T10:45:00+01:00,2423,AGGREGATED_CPC,D-2,DA01
2024-11-10 23:30:00+01:00,2024-11-11 00:00:00+01:00,2024-11-08T10:45:00+01:00,2452,AGGREGATED_CPC,D-2,DA01
2024-11-10 00:00:00+01:00,2024-11-10 00:30:00+01:00,2024-11-08T13:25:00+01:00,2074,AGGREGATED_CPC,D-2,DA02
2024-11-10 00:30:00+01:00,2024-11-10 01:00:00+01:00,2024-11-08T13:25:00+01:00,2078,AGGREGATED_CPC,D-2,DA02
2024-11-10 01:00:00+01:00,2024-11-10 01:30:00+01:00,2024-11-08T13:25:00+01:00,2079,AGGREGATED_CPC,D-2,DA02
2024-11-10 01:30:00+01:00,2024-11-10 02:00:00+01:00,2024-11-08T13:25:00+01:00,2075,AGGREGATED_CPC,D-2,DA02
2024-11-10 02:00:00+01:00,2024-11-10 02:30:00+01:00,2024-11-08T13:25:00+01:00,2075,AGGREGATED_CPC,D-2,DA02
2024-11-10 02:30:00+01:00,2024-11-10 03:00:00+01:00,2024-11-08T13:25:00+01:00,2088,AGGREGATED_CPC,D-2,DA02
2024-11-10 03:00:00+01:00,2024-11-10 03:30:00+01:00,2024-11-08T13:25:00+01:00,2100,AGGREGATED_CPC,D-2,DA02
2024-11-10 03:30:00+01:00,2024-11-10 04:00:00+01:00,2024-11-08T13:25:00+01:00,2108,AGGREGATED_CPC,D-2,DA02
2024-11-10 04:00:00+01:00,2024-11-10 04:30:00+01:00,2024-11-08T13:25:00+01:00,2116,AGGREGATED_CPC,D-2,DA02
2024-11-10 04:30:00+01:00,2024-11-10 05:00:00+01:00,2024-11-08T13:25:00+01:00,2124,AGGREGATED_CPC,D-2,DA02
2024-11-10 05:00:00+01:00,2024-11-10 05:30:00+01:00,2024-11-08T13:25:00+01:00,2130,AGGREGATED_CPC,D-2,DA02
2024-11-10 05:30:00+01:00,2024-11-10 06:00:00+01:00,2024-11-08T13:25:00+01:00,2133,AGGREGATED_CPC,D-2,DA02
2024-11-10 06:00:00+01:00,2024-11-10 06:30:00+01:00,2024-11-08T13:25:00+01:00,2138,AGGREGATED_CPC,D-2,DA02
2024-11-10 06:30:00+01:00,2024-11-10 07:00:00+01:00,2024-11-08T13:25:00+01:00,2154,AGGREGATED_CPC,D-2,DA02
2024-11-10 07:00:00+01:00,2024-11-10 07:30:00+01:00,2024-11-08T13:25:00+01:00,2162,AGGREGATED_CPC,D-2,DA02
2024-11-10 07:30:00+01:00,2024-11-10 08:00:00+01:00,2024-11-08T13:25:00+01:00,2222,AGGREGATED_CPC,D-2,DA02
2024-11-10 08:00:00+01:00,2024-11-10 08:30:00+01:00,2024-11-08T13:25:00+01:00,2536,AGGREGATED_CPC,D-2,DA02
2024-11-10 08:30:00+01:00,2024-11-10 09:00:00+01:00,2024-11-08T13:25:00+01:00,3071,AGGREGATED_CPC,D-2,DA02
2024-11-10 09:00:00+01:00,2024-11-10 09:30:00+01:00,2024-11-08T13:25:00+01:00,3634,AGGREGATED_CPC,D-2,DA02
2024-11-10 09:30:00+01:00,2024-11-10 10:00:00+01:00,2024-11-08T13:25:00+01:00,4234,AGGREGATED_CPC,D-2,DA02
2024-11-10 10:00:00+01:00,2024-11-10 10:30:00+01:00,2024-11-08T13:25:00+01:00,4733,AGGREGATED_CPC,D-2,DA02
2024-11-10 10:30:00+01:00,2024-11-10 11:00:00+01:00,2024-11-08T13:25:00+01:00,5200,AGGREGATED_CPC,D-2,DA02
2024-11-10 11:00:00+01:00,2024-11-10 11:30:00+01:00,2024-11-08T13:25:00+01:00,5562,AGGREGATED_CPC,D-2,DA02
2024-11-10 11:30:00+01:00,2024-11-10 12:00:00+01:00,2024-11-08T13:25:00+01:00,5869,AGGREGATED_CPC,D-2,DA02
2024-11-10 12:00:00+01:00,2024-11-10 12:30:00+01:00,2024-11-08T13:25:00+01:00,6026,AGGREGATED_CPC,D-2,DA02
2024-11-10 12:30:00+01:00,2024-11-10 13:00:00+01:00,2024-11-08T13:25:00+01:00,6136,AGGREGATED_CPC,D-2,DA02
2024-11-10 13:00:00+01:00,2024-11-10 13:30:00+01:00,2024-11-08T13:25:00+01:00,6105,AGGREGATED_CPC,D-2,DA02
2024-11-10 13:30:00+01:00,2024-11-10 14:00:00+01:00,2024-11-08T13:25:00+01:00,5914,AGGREGATED_CPC,D-2,DA02
2024-11-10 14:00:00+01:00,2024-11-10 14:30:00+01:00,2024-11-08T13:25:00+01:00,5618,AGGREGATED_CPC,D-2,DA02
2024-11-10 14:30:00+01:00,2024-11-10 15:00:00+01:00,2024-11-08T13:25:00+01:00,5225,AGGREGATED_CPC,D-2,DA02
2024-11-10 15:00:00+01:00,2024-11-10 15:30:00+01:00,2024-11-08T13:25:00+01:00,4666,AGGREGATED_CPC,D-2,DA02
2024-11-10 15:30:00+01:00,2024-11-10 16:00:00+01:00,2024-11-08T13:25:00+01:00,4014,AGGREGATED_CPC,D-2,DA02
2024-11-10 16:00:00+01:00,2024-11-10 16:30:00+01:00,2024-11-08T13:25:00+01:00,3288,AGGREGATED_CPC,D-2,DA02
2024-11-10 16:30:00+01:00,2024-11-10 17:00:00+01:00,2024-11-08T13:25:00+01:00,2670,AGGREGATED_CPC,D-2,DA02
2024-11-10 17:00:00+01:00,2024-11-10 17:30:00+01:00,2024-11-08T13:25:00+01:00,2362,AGGREGATED_CPC,D-2,DA02
2024-11-10 17:30:00+01:00,2024-11-10 18:00:00+01:00,2024-11-08T13:25:00+01:00,2322,AGGREGATED_CPC,D-2,DA02
2024-11-10 18:00:00+01:00,2024-11-10 18:30:00+01:00,2024-11-08T13:25:00+01:00,2364,AGGREGATED_CPC,D-2,DA02
2024-11-10 18:30:00+01:00,2024-11-10 19:00:00+01:00,2024-11-08T13:25:00+01:00,2378,AGGREGATED_CPC,D-2,DA02
2024-11-10 19:00:00+01:00,2024-11-10 19:30:00+01:00,2024-11-08T13:25:00+01:00,2394,AGGREGATED_CPC,D-2,DA02
2024-11-10 19:30:00+01:00,2024-11-10 20:00:00+01:00,2024-11-08T13:25:00+01:00,2392,AGGREGATED_CPC,D-2,DA02
2024-11-10 20:00:00+01:00,2024-11-10 20:30:00+01:00,2024-11-08T13:25:00+01:00,2394,AGGREGATED_CPC,D-2,DA02
2024-11-10 20:30:00+01:00,2024-11-10 21:00:00+01:00,2024-11-08T13:25:00+01:00,2412,AGGREGATED_CPC,D-2,DA02
2024-11-10 21:00:00+01:00,2024-11-10 21:30:00+01:00,2024-11-08T13:25:00+01:00,2424,AGGREGATED_CPC,D-2,DA02
2024-11-10 21:30:00+01:00,2024-11-10 22:00:00+01:00,2024-11-08T13:25:00+01:00,2433,AGGREGATED_CPC,D-2,DA02
2024-11-10 22:00:00+01:00,2024-11-10 22:30:00+01:00,2024-11-08T13:25:00+01:00,2422,AGGREGATED_CPC,D-2,DA02
2024-11-10 22:30:00+01:00,2024-11-10 23:00:00+01:00,2024-11-08T13:25:00+01:00,2434,AGGREGATED_CPC,D-2,DA02
2024-11-10 23:00:00+01:00,2024-11-10 23:30:00+01:00,2024-11-08T13:25:00+01:00,2451,AGGREGATED_CPC,D-2,DA02
2024-11-10 23:30:00+01:00,2024-11-11 00:00:00+01:00,2024-11-08T13:25:00+01:00,2480,AGGREGATED_CPC,D-2,DA02
2024-11-10 00:00:00+01:00,2024-11-10 00:30:00+01:00,2024-11-07T10:27:00+01:00,2180,AGGREGATED_CPC,D-3,DA01
2024-11-10 00:30:00+01:00,2024-11-10 01:00:00+01:00,2024-11-07T10:27:00+01:00,2187,AGGREGATED_CPC,D-3,DA01
2024-11-10 01:00:00+01:00,2024-11-10 01:30:00+01:00,2024-11-07T10:27:00+01:00,2190,AGGREGATED_CPC,D-3,DA01
2024-11-10 01:30:00+01:00,2024-11-10 02:00:00+01:00,2024-11-07T10:27:00+01:00,2190,AGGREGATED_CPC,D-3,DA01
2024-11-10 02:00:00+01:00,2024-11-10 02:30:00+01:00,2024-11-07T10:27:00+01:00,2192,AGGREGATED_CPC,D-3,DA01
2024-11-10 02:30:00+01:00,2024-11-10 03:00:00+01:00,2024-11-07T10:27:00+01:00,2202,AGGREGATED_CPC,D-3,DA01
2024-11-10 03:00:00+01:00,2024-11-10 03:30:00+01:00,2024-11-07T10:27:00+01:00,2210,AGGREGATED_CPC,D-3,DA01
2024-11-10 03:30:00+01:00,2024-11-10 04:00:00+01:00,2024-11-07T10:27:00+01:00,2229,AGGREGATED_CPC,D-3,DA01
2024-11-10 04:00:00+01:00,2024-11-10 04:30:00+01:00,2024-11-07T10:27:00+01:00,2252,AGGREGATED_CPC,D-3,DA01
2024-11-10 04:30:00+01:00,2024-11-10 05:00:00+01:00,2024-11-07T10:27:00+01:00,2268,AGGREGATED_CPC,D-3,DA01
2024-11-10 05:00:00+01:00,2024-11-10 05:30:00+01:00,2024-11-07T10:27:00+01:00,2278,AGGREGATED_CPC,D-3,DA01
2024-11-10 05:30:00+01:00,2024-11-10 06:00:00+01:00,2024-11-07T10:27:00+01:00,2296,AGGREGATED_CPC,D-3,DA01
2024-11-10 06:00:00+01:00,2024-11-10 06:30:00+01:00,2024-11-07T10:27:00+01:00,2330,AGGREGATED_CPC,D-3,DA01
2024-11-10 06:30:00+01:00,2024-11-10 07:00:00+01:00,2024-11-07T10:27:00+01:00,2363,AGGREGATED_CPC,D-3,DA01
2024-11-10 07:00:00+01:00,2024-11-10 07:30:00+01:00,2024-11-07T10:27:00+01:00,2388,AGGREGATED_CPC,D-3,DA01
2024-11-10 07:30:00+01:00,2024-11-10 08:00:00+01:00,2024-11-07T10:27:00+01:00,2444,AGGREGATED_CPC,D-3,DA01
2024-11-10 08:00:00+01:00,2024-11-10 08:30:00+01:00,2024-11-07T10:27:00+01:00,2744,AGGREGATED_CPC,D-3,DA01
2024-11-10 08:30:00+01:00,2024-11-10 09:00:00+01:00,2024-11-07T10:27:00+01:00,3208,AGGREGATED_CPC,D-3,DA01
2024-11-10 09:00:00+01:00,2024-11-10 09:30:00+01:00,2024-11-07T10:27:00+01:00,3670,AGGREGATED_CPC,D-3,DA01
2024-11-10 09:30:00+01:00,2024-11-10 10:00:00+01:00,2024-11-07T10:27:00+01:00,4260,AGGREGATED_CPC,D-3,DA01
2024-11-10 10:00:00+01:00,2024-11-10 10:30:00+01:00,2024-11-07T10:27:00+01:00,4808,AGGREGATED_CPC,D-3,DA01
2024-11-10 10:30:00+01:00,2024-11-10 11:00:00+01:00,2024-11-07T10:27:00+01:00,5305,AGGREGATED_CPC,D-3,DA01
2024-11-10 11:00:00+01:00,2024-11-10 11:30:00+01:00,2024-11-07T10:27:00+01:00,5706,AGGREGATED_CPC,D-3,DA01
2024-11-10 11:30:00+01:00,2024-11-10 12:00:00+01:00,2024-11-07T10:27:00+01:00,6034,AGGREGATED_CPC,D-3,DA01
2024-11-10 12:00:00+01:00,2024-11-10 12:30:00+01:00,2024-11-07T10:27:00+01:00,6192,AGGREGATED_CPC,D-3,DA01
2024-11-10 12:30:00+01:00,2024-11-10 13:00:00+01:00,2024-11-07T10:27:00+01:00,6268,AGGREGATED_CPC,D-3,DA01
2024-11-10 13:00:00+01:00,2024-11-10 13:30:00+01:00,2024-11-07T10:27:00+01:00,6206,AGGREGATED_CPC,D-3,DA01
2024-11-10 13:30:00+01:00,2024-11-10 14:00:00+01:00,2024-11-07T10:27:00+01:00,5988,AGGREGATED_CPC,D-3,DA01
2024-11-10 14:00:00+01:00,2024-11-10 14:30:00+01:00,2024-11-07T10:27:00+01:00,5656,AGGREGATED_CPC,D-3,DA01
2024-11-10 14:30:00+01:00,2024-11-10 15:00:00+01:00,2024-11-07T10:27:00+01:00,5218,AGGREGATED_CPC,D-3,DA01
2024-11-10 15:00:00+01:00,2024-11-10 15:30:00+01:00,2024-11-07T10:27:00+01:00,4626,AGGREGATED_CPC,D-3,DA01
2024-11-10 15:30:00+01:00,2024-11-10 16:00:00+01:00,2024-11-07T10:27:00+01:00,3972,AGGREGATED_CPC,D-3,DA01
2024-11-10 16:00:00+01:00,2024-11-10 16:30:00+01:00,2024-11-07T10:27:00+01:00,3264,AGGREGATED_CPC,D-3,DA01
2024-11-10 16:30:00+01:00,2024-11-10 17:00:00+01:00,2024-11-07T10:27:00+01:00,2684,AGGREGATED_CPC,D-3,DA01
2024-11-10 17:00:00+01:00,2024-11-10 17:30:00+01:00,2024-11-07T10:27:00+01:00,2382,AGGREGATED_CPC,D-3,DA01
2024-11-10 17:30:00+01:00,2024-11-10 18:00:00+01:00,2024-11-07T10:27:00+01:00,2344,AGGREGATED_CPC,D-3,DA01
2024-11-10 18:00:00+01:00,2024-11-10 18:30:00+01:00,2024-11-07T10:27:00+01:00,2384,AGGREGATED_CPC,D-3,DA01
2024-11-10 18:30:00+01:00,2024-11-10 19:00:00+01:00,2024-11-07T10:27:00+01:00,2389,AGGREGATED_CPC,D-3,DA01
2024-11-10 19:00:00+01:00,2024-11-10 19:30:00+01:00,2024-11-07T10:27:00+01:00,2392,AGGREGATED_CPC,D-3,DA01
